0	664
1	71
2	46
3	16
4	16
5	15
6	12
7	13
8	7
9	17
10	12
11	2
12	5
13	6
14	5
15	5
16	4
17	5
18	3
19	5
20	8
21	4
22	1
23	2
24	3
25	2
26	3
27	3
28	3
29	1
31	3
32	1
33	1
35	2
36	4
37	3
39	3
40	2
41	3
42	2
43	1
45	2
46	2
47	1
51	2
54	1
55	1
57	1
60	3
61	1
63	1
80	1
