theta1,theta2,thetaPunto1,thetaPunto2
0.21681,-0.455818,-1.4072,-2.03253
0.202319,-0.475556,-1.49044,-1.91506
0.187011,-0.494117,-1.57078,-1.79694
0.170913,-0.511492,-1.64824,-1.6781
0.154056,-0.527676,-1.72287,-1.55853
0.136465,-0.54266,-1.79471,-1.4382
0.118171,-0.556438,-1.86382,-1.31715
0.0991981,-0.569001,-1.93025,-1.19541
0.0795747,-0.580344,-1.99404,-1.07306
0.0593262,-0.59046,-2.05526,-0.950203
0.0384783,-0.599347,-2.11394,-0.826974
0.0170561,-0.606999,-2.17013,-0.703535
-0.00491564,-0.613417,-2.22385,-0.580085
-0.0274123,-0.618602,-2.27512,-0.456857
-0.0504092,-0.622557,-2.32392,-0.334126
-0.0738818,-0.625288,-2.37022,-0.212206
-0.0978046,-0.626805,-2.41397,-0.0914636
-0.122152,-0.627123,-2.45506,0.0276845
-0.146896,-0.626259,-2.49335,0.144761
-0.172008,-0.624236,-2.52864,0.259225
-0.197458,-0.621085,-2.56069,0.370461
-0.22321,-0.61684,-2.58919,0.477782
-0.249228,-0.611545,-2.61376,0.580418
-0.275471,-0.60525,-2.63395,0.677524
-0.301891,-0.598016,-2.64927,0.768183
-0.328438,-0.589911,-2.65915,0.851423
-0.355055,-0.581014,-2.66299,0.92624
-0.381677,-0.571416,-2.66018,0.991637
-0.408235,-0.561215,-2.65012,1.04667
-0.434653,-0.55052,-2.63227,1.09053
-0.460853,-0.539444,-2.60622,1.12256
-0.48675,-0.528109,-2.5717,1.14239
-0.512258,-0.516638,-2.52862,1.14993
-0.537293,-0.505152,-2.47711,1.14541
-0.561773,-0.493769,-2.41754,1.12943
-0.585619,-0.4826,-2.35045,1.10286
-0.608759,-0.471744,-2.27655,1.06682
-0.631129,-0.461292,-2.19665,1.02259
-0.652674,-0.451316,-2.11163,0.971541
-0.673347,-0.44188,-2.02235,0.915026
-0.693109,-0.43303,-1.92965,0.854345
-0.711931,-0.424803,-1.83428,0.790684
-0.729789,-0.417223,-1.73691,0.725085
-0.746665,-0.410304,-1.63811,0.658439
-0.762548,-0.404054,-1.53834,0.591478
-0.77743,-0.398473,-1.43798,0.524791
-0.791307,-0.393555,-1.33734,0.458833
-0.804177,-0.389292,-1.23663,0.393943
-0.81604,-0.385671,-1.13602,0.330359
-0.826899,-0.382679,-1.03563,0.268238
-0.836755,-0.3803,-0.935532,0.207664
-0.845611,-0.37852,-0.83578,0.148668
-0.853472,-0.377321,-0.736395,0.0912355
-0.860341,-0.376689,-0.637383,0.0353141
-0.866221,-0.376609,-0.538736,-0.0191748
-0.871117,-0.377067,-0.440438,-0.072332
-0.875031,-0.378051,-0.342466,-0.124274
-0.877968,-0.379549,-0.244792,-0.175128
-0.879928,-0.38155,-0.147387,-0.22503
-0.880916,-0.384046,-0.0502221,-0.274118
-0.880934,-0.387029,0.0467308,-0.322532
-0.879983,-0.390494,0.143497,-0.370407
-0.878065,-0.394435,0.240097,-0.417877
-0.875182,-0.39885,0.336548,-0.465064
-0.871335,-0.403735,0.432859,-0.512079
-0.866525,-0.40909,0.529029,-0.559019
-0.860755,-0.414915,0.625048,-0.605962
-0.854026,-0.421209,0.720894,-0.652965
-0.846338,-0.427974,0.816529,-0.700054
-0.837696,-0.43521,0.911894,-0.747224
-0.828102,-0.442918,1.00691,-0.794433
-0.81756,-0.451097,1.10147,-0.841591
-0.806075,-0.459748,1.19544,-0.888556
-0.793654,-0.468867,1.28865,-0.935125
-0.780306,-0.478448,1.38088,-0.981026
-0.766041,-0.488484,1.47186,-1.02591
-0.750874,-0.498961,1.5613,-1.06934
-0.734821,-0.509864,1.6488,-1.11078
-0.717905,-0.521168,1.73394,-1.14962
-0.700152,-0.532846,1.81624,-1.18513
-0.681592,-0.544858,1.89513,-1.21649
-0.662262,-0.55716,1.97004,-1.24282
-0.642206,-0.569695,2.04033,-1.26317
-0.621472,-0.582401,2.10538,-1.27657
-0.600117,-0.595201,2.16457,-1.28207
-0.578202,-0.608014,2.21735,-1.27882
-0.555793,-0.620746,2.26327,-1.26606
-0.53296,-0.633301,2.30197,-1.24324
-0.509778,-0.645576,2.3333,-1.21003
-0.486319,-0.657467,2.35724,-1.16634
-0.462658,-0.668868,2.37395,-1.11236
-0.438864,-0.67968,2.38375,-1.04847
-0.415005,-0.689806,2.38709,-0.975302
-0.391142,-0.699157,2.38448,-0.893602
-0.367333,-0.707652,2.37652,-0.804227
-0.343628,-0.715219,2.3638,-0.708076
-0.320071,-0.721794,2.34689,-0.606049
-0.296702,-0.727323,2.32634,-0.499006
-0.273555,-0.73176,2.30261,-0.38775
-0.250659,-0.735067,2.27612,-0.273005
-0.22804,-0.737211,2.2472,-0.155416
-0.205721,-0.738168,2.21612,-0.0355453
-0.183724,-0.737916,2.18308,0.0861233
-0.162065,-0.736441,2.14822,0.209175
-0.140764,-0.73373,2.11163,0.333259
-0.119838,-0.729774,2.07337,0.458078
-0.0993022,-0.724567,2.03344,0.58338
-0.0791742,-0.718105,1.99182,0.708954
-0.059471,-0.710387,1.94848,0.834619
-0.0402101,-0.701413,1.90335,0.960222
-0.0214098,-0.691184,1.85636,1.08563
-0.003089,-0.679701,1.80743,1.21074
0.0147323,-0.66697,1.75646,1.33545
0.0320334,-0.652994,1.70337,1.45968
0.0487927,-0.637778,1.64808,1.58335
0.0649876,-0.621328,1.59049,1.7064
0.0805948,-0.603652,1.53054,1.82879
0.0955905,-0.584755,1.46816,1.95046
0.10995,-0.564645,1.40329,2.07137
0.123648,-0.54333,1.33591,2.19149
0.13666,-0.520818,1.26599,2.31078
0.14896,-0.497117,1.19355,2.4292
0.160523,-0.472237,1.11859,2.54672
0.171324,-0.446186,1.0412,2.66328
0.18134,-0.418975,0.961451,2.77883
0.190546,-0.390614,0.879481,2.89328
0.198923,-0.361114,0.795462,3.00652
0.20645,-0.330488,0.709623,3.1184
0.213111,-0.298752,0.622251,3.22871
0.218892,-0.265921,0.533704,3.33717
0.223783,-0.232017,0.444426,3.44344
0.22778,-0.197062,0.354953,3.54704
0.230884,-0.161087,0.265933,3.64739
0.233103,-0.124128,0.178142,3.74372
0.234454,-0.0862298,0.0924912,3.83513
0.234963,-0.0474459,0.010045,3.9205
0.234669,-0.00784373,-0.0679816,3.99853
0.233622,0.032496,-0.140233,4.0677
0.231887,0.0734764,-0.205244,4.12638
0.229545,0.114984,-0.261502,4.17283
0.22669,0.156888,-0.307538,4.20537
0.223432,0.199041,-0.342047,4.22248
0.219891,0.241283,-0.364028,4.22304
0.216195,0.283444,-0.372914,4.20642
0.212477,0.325353,-0.368666,4.17266
0.208865,0.366841,-0.351803,4.12246
0.205481,0.40775,-0.323356,4.05712
0.202434,0.447937,-0.284762,3.97843
0.199815,0.48728,-0.23771,3.88846
0.197702,0.525676,-0.183992,3.78935
0.196152,0.563043,-0.125361,3.68317
0.195206,0.599322,-0.0634364,3.57178
0.194889,0.634467,0.000356863,3.45678
0.195215,0.668451,0.0648134,3.33948
0.196184,0.701254,0.128946,3.22094
0.197789,0.732869,0.191967,3.10194
0.200016,0.763294,0.253268,2.98306
0.202846,0.792533,0.312386,2.86472
0.206254,0.820593,0.368982,2.7472
0.210215,0.847482,0.422815,2.63069
0.2147,0.873211,0.473722,2.51528
0.219679,0.897792,0.521601,2.40103
0.225121,0.921236,0.566398,2.28795
0.230996,0.943555,0.608097,2.17603
0.237272,0.964761,0.646711,2.06524
0.243919,0.984864,0.682276,1.95555
0.250907,1.00388,0.714847,1.84692
0.258205,1.02181,0.744489,1.73931
0.265786,1.03867,0.771282,1.63269
0.273621,1.05446,0.795312,1.52701
0.281683,1.06921,0.816674,1.42227
0.289946,1.08291,0.835467,1.31842
0.298384,1.09558,0.851793,1.21546
0.306973,1.10722,0.86576,1.11336
0.315691,1.11785,0.877476,1.01212
0.324515,1.12747,0.887052,0.911732
0.333425,1.13609,0.894598,0.812191
0.342401,1.14372,0.900226,0.713496
0.351423,1.15036,0.904048,0.615646
0.360475,1.15603,0.906174,0.518645
0.369541,1.16074,0.906714,0.422495
0.378605,1.16448,0.905774,0.327201
0.387652,1.16728,0.903461,0.232765
0.396669,1.16914,0.899877,0.139193
0.405645,1.17007,0.895122,0.0464904
0.414568,1.17008,0.889292,-0.045339
0.423427,1.16917,0.882478,-0.136289
0.432214,1.16735,0.874769,-0.226355
0.44092,1.16464,0.866247,-0.315529
0.449536,1.16105,0.856989,-0.403803
0.458057,1.15657,0.847066,-0.491168
0.466475,1.15123,0.836543,-0.577611
0.474786,1.14502,0.825476,-0.663118
0.482983,1.13797,0.813916,-0.747668
0.491062,1.13007,0.801903,-0.831239
0.499019,1.12135,0.789468,-0.913799
0.50685,1.1118,0.776634,-0.995311
0.51455,1.10144,0.763409,-1.07573
0.522116,1.09029,0.749793,-1.155
0.529544,1.07835,0.735772,-1.23305
0.53683,1.06563,0.721316,-1.30981
0.543969,1.05216,0.706383,-1.38518
0.550956,1.03793,0.690914,-1.45906
0.557785,1.02298,0.674832,-1.53131
0.56445,1.00731,0.658045,-1.60178
0.570943,0.990952,0.640442,-1.67033
0.577256,0.973915,0.621891,-1.73676
0.583377,0.956224,0.602247,-1.80087
0.589296,0.937906,0.581342,-1.86243
0.594999,0.918985,0.558996,-1.92121
0.600471,0.899492,0.535013,-1.97695
0.605694,0.879457,0.509185,-2.02937
0.610648,0.858916,0.481299,-2.07822
0.615312,0.837906,0.451137,-2.1232
0.619663,0.816466,0.418487,-2.16405
0.623673,0.794639,0.383146,-2.20052
0.627316,0.77247,0.344927,-2.23237
0.630562,0.750007,0.30367,-2.2594
0.633379,0.727299,0.259245,-2.28145
0.635736,0.704395,0.211561,-2.2984
0.637599,0.681348,0.160568,-2.31021
0.638936,0.658209,0.106262,-2.31685
0.639714,0.635028,0.0486867,-2.31838
0.639899,0.611858,-0.0120689,-2.31491
0.639462,0.588746,-0.0758737,-2.30658
0.638372,0.565742,-0.142558,-2.29357
0.636602,0.54289,-0.211922,-2.27613
0.634126,0.520233,-0.28374,-2.25448
0.63092,0.497813,-0.357768,-2.22888
0.626964,0.475668,-0.433752,-2.19961
0.622239,0.453832,-0.511433,-2.16691
0.61673,0.43234,-0.590553,-2.13104
0.610424,0.411221,-0.670856,-2.09224
0.60331,0.390504,-0.752097,-2.05073
0.59538,0.370215,-0.834039,-2.00672
0.586628,0.350377,-0.916456,-1.96039
0.57705,0.331014,-0.999132,-1.91193
0.566645,0.312145,-1.08186,-1.86149
0.555413,0.29379,-1.16445,-1.80923
0.543357,0.275966,-1.24672,-1.7553
0.53048,0.258689,-1.32848,-1.69982
0.51679,0.241974,-1.40956,-1.64296
0.502292,0.225833,-1.48979,-1.58486
0.486997,0.21028,-1.569,-1.52567
0.470916,0.195323,-1.64702,-1.46557
0.454062,0.180971,-1.72367,-1.40474
0.436448,0.16723,-1.79878,-1.3434
0.418092,0.154104,-1.87217,-1.28177
0.399011,0.141594,-1.94364,-1.22011
0.379226,0.1297,-2.01299,-1.15872
0.358759,0.118418,-2.07999,-1.09791
0.337635,0.107739,-2.14443,-1.03803
0.31588,0.0976531,-2.20605,-0.979471
0.293524,0.0881442,-2.2646,-0.922659
0.270599,0.0791928,-2.3198,-0.868042
0.24714,0.0707747,-2.37137,-0.816103
0.223185,0.0628605,-2.41901,-0.767345
0.198774,0.0554158,-2.46242,-0.722289
0.173951,0.048401,-2.50129,-0.681462
0.148764,0.0417711,-2.53531,-0.645387
0.123262,0.0354761,-2.56421,-0.614567
0.0974978,0.029461,-2.58771,-0.589469
0.0715265,0.0236665,-2.60557,-0.570513
0.0454057,0.0180293,-2.6176,-0.55805
0.0191944,0.0124831,-2.62365,-0.552347
-0.00704703,0.00695927,-2.62362,-0.553576
-0.0332577,0.00138812,-2.6175,-0.561807
-0.0593767,-0.00430025,-2.60531,-0.576995
-0.0853439,-0.0101747,-2.58716,-0.598988
-0.1111,-0.0163022,-2.56321,-0.627529
-0.136589,-0.0227464,-2.53367,-0.662266
-0.161756,-0.0295671,-2.49882,-0.702766
-0.186549,-0.0368197,-2.45894,-0.748532
-0.210919,-0.0445539,-2.41436,-0.799022
-0.234821,-0.0528143,-2.36543,-0.853662
-0.258214,-0.0616394,-2.31247,-0.911869
-0.281058,-0.0710619,-2.25584,-0.973063
-0.303319,-0.0811089,-2.19586,-1.03668
-0.324965,-0.0918019,-2.13285,-1.10217
-0.345967,-0.103157,-2.0671,-1.16903
-0.366299,-0.115186,-1.9989,-1.23679
-0.385938,-0.127894,-1.9285,-1.305
-0.404863,-0.141286,-1.85616,-1.37328
-0.423055,-0.155359,-1.78208,-1.44126
-0.440499,-0.170109,-1.7065,-1.50861
-0.457181,-0.185528,-1.6296,-1.57506
-0.473088,-0.201606,-1.55158,-1.64032
-0.488209,-0.21833,-1.47262,-1.70418
-0.502538,-0.235684,-1.39289,-1.76641
-0.516065,-0.253651,-1.31258,-1.82682
-0.528788,-0.272213,-1.23187,-1.88522
-0.540702,-0.291348,-1.15093,-1.94146
-0.551806,-0.311034,-1.06994,-1.99536
-0.562101,-0.331247,-0.989096,-2.04677
-0.571589,-0.351961,-0.908592,-2.09552
-0.580275,-0.373148,-0.828631,-2.14144
-0.588165,-0.394779,-0.749425,-2.18438
-0.595267,-0.416825,-0.671195,-2.22416
-0.601592,-0.439251,-0.594168,-2.26057
-0.607155,-0.462024,-0.518581,-2.29345
-0.61197,-0.485108,-0.444674,-2.32257
-0.616055,-0.508462,-0.372693,-2.34772
-0.619431,-0.532048,-0.30288,-2.36871
-0.62212,-0.555822,-0.235474,-2.38529
-0.624149,-0.579739,-0.170706,-2.39728
-0.625544,-0.603751,-0.108786,-2.40447
-0.626335,-0.627811,-0.0499077,-2.40669
-0.626553,-0.651868,0.00576876,-2.40379
-0.62623,-0.67587,0.0581168,-2.39566
-0.625402,-0.699764,0.107051,-2.38223
-0.624101,-0.723496,0.152532,-2.36349
-0.622363,-0.747016,0.194568,-2.33948
-0.620221,-0.770269,0.233217,-2.31029
-0.61771,-0.793204,0.268582,-2.27607
-0.61486,-0.815774,0.300813,-2.23701
-0.611704,-0.837929,0.330094,-2.19336
-0.608268,-0.859626,0.356642,-2.14541
-0.604579,-0.880824,0.380698,-2.09344
-0.600661,-0.901483,0.402514,-2.03778
-0.596536,-0.921568,0.422351,-1.97877
-0.59222,-0.941048,0.440468,-1.91673
-0.587731,-0.959894,0.457116,-1.85196
-0.583082,-0.978079,0.472534,-1.78479
-0.578284,-0.995582,0.486943,-1.71548
-0.573346,-1.01238,0.500544,-1.64429
-0.568275,-1.02846,0.513519,-1.57147
-0.563077,-1.04381,0.526023,-1.49721
-0.557755,-1.0584,0.538192,-1.4217
-0.552314,-1.07224,0.550138,-1.34509
-0.546753,-1.0853,0.561954,-1.26753
-0.541074,-1.09759,0.573712,-1.18911
-0.535278,-1.10908,0.585464,-1.10994
-0.529365,-1.11978,0.597248,-1.0301
-0.523333,-1.12968,0.609084,-0.94963
-0.517183,-1.13877,0.620981,-0.868592
-0.510913,-1.14705,0.632933,-0.787016
-0.504523,-1.15451,0.644924,-0.704926
-0.498014,-1.16115,0.656927,-0.622339
-0.491385,-1.16696,0.668906,-0.539262
-0.484636,-1.17193,0.680819,-0.455698
-0.477768,-1.17607,0.692615,-0.371643
-0.470784,-1.17937,0.704238,-0.287092
-0.463684,-1.18181,0.715623,-0.202033
-0.456472,-1.1834,0.726705,-0.116455
-0.449151,-1.18414,0.737411,-0.0303438
-0.441725,-1.18401,0.747665,0.0563168
-0.434199,-1.18301,0.757388,0.143543
-0.426579,-1.18114,0.766497,0.23135
-0.418871,-1.17838,0.774906,0.319755
-0.411083,-1.17474,0.782529,0.408773
-0.403223,-1.1702,0.789275,0.49842
-0.395301,-1.16477,0.795052,0.588708
-0.387326,-1.15843,0.79977,0.679652
-0.379309,-1.15117,0.803333,0.771263
-0.371263,-1.143,0.805647,0.86355
-0.3632,-1.1339,0.80662,0.956522
-0.355135,-1.12387,0.806157,1.05018
-0.347082,-1.1129,0.804166,1.14454
-0.339056,-1.10097,0.800556,1.2396
-0.331076,-1.0881,0.795239,1.33535
-0.323157,-1.07427,0.788128,1.4318
-0.315319,-1.05946,0.779143,1.52894
-0.30758,-1.04368,0.768207,1.62676
-0.299961,-1.02692,0.755249,1.72525
-0.292482,-1.00918,0.740207,1.82439
-0.285164,-0.990435,0.723027,1.92415
-0.278028,-0.970693,0.703666,2.02451
-0.271097,-0.949943,0.682094,2.12543
-0.264393,-0.928182,0.658295,2.22685
-0.257938,-0.905405,0.632274,2.32872
-0.251754,-0.881607,0.604055,2.43096
-0.245863,-0.856785,0.573689,2.53346
-0.240287,-0.830938,0.541253,2.63611
-0.235044,-0.804064,0.506864,2.73873
-0.230155,-0.776164,0.470674,2.84115
-0.225635,-0.747243,0.432886,2.94312
-0.221501,-0.717305,0.393755,3.04434
-0.217763,-0.686361,0.353601,3.14445
-0.21443,-0.654422,0.312814,3.243
-0.211507,-0.621508,0.271866,3.33947
-0.208991,-0.587642,0.231317,3.43321
-0.206877,-0.552855,0.191828,3.52348
-0.205149,-0.517187,0.154162,3.6094
-0.203785,-0.480685,0.119184,3.68997
-0.202754,-0.443408,0.087861,3.76407
-0.202013,-0.405428,0.0612391,3.83048
-0.201511,-0.366828,0.0404177,3.88791
-0.201183,-0.327703,0.0265029,3.93506
-0.200955,-0.288164,0.0205472,3.97072
-0.200743,-0.24833,0.0234759,3.99379
-0.200454,-0.208333,0.0360091,4.00347
-0.199989,-0.168307,0.0585901,3.99925
-0.199248,-0.128394,0.0913339,3.98106
-0.198129,-0.0887323,0.134006,3.94921
-0.196535,-0.0494543,0.18604,3.90441
-0.194379,-0.0106846,0.246585,3.84771
-0.191578,0.0274636,0.314579,3.78035
-0.188065,0.0648908,0.388839,3.70371
-0.183784,0.101511,0.468136,3.61919
-0.178689,0.137253,0.551268,3.52811
-0.172749,0.172056,0.63711,3.43168
-0.165941,0.205872,0.724646,3.33093
-0.158254,0.238663,0.812986,3.22675
-0.149682,0.270398,0.901363,3.11986
-0.140229,0.301054,0.989136,3.01084
-0.129903,0.33061,1.07577,2.90013
-0.118719,0.359052,1.16083,2.78806
-0.106693,0.386368,1.24397,2.67491
-0.0938469,0.412548,1.32489,2.56087
-0.0802034,0.437583,1.40339,2.44608
-0.065788,0.461467,1.47927,2.33067
-0.0506274,0.484195,1.55241,2.21473
-0.0347495,0.50576,1.6227,2.09837
-0.0181834,0.526161,1.69006,1.98166
-0.000958541,0.545392,1.75443,1.8647
0.016895,0.563454,1.81578,1.74759
0.0353468,0.580344,1.87409,1.63046
0.0543663,0.596063,1.92932,1.51343
0.0739227,0.610613,1.98146,1.39666
0.0939851,0.623998,2.03052,1.28031
0.114523,0.636221,2.07648,1.16457
0.135504,0.647292,2.11932,1.04966
0.156898,0.657218,2.15904,0.935814
0.178674,0.666012,2.19559,0.823293
0.200799,0.673689,2.22895,0.712383
0.223242,0.680266,2.25906,0.603393
0.245969,0.685764,2.28585,0.496663
0.268947,0.690208,2.30923,0.392557
0.292142,0.693625,2.32909,0.291466
0.315517,0.696048,2.3453,0.193805
0.339035,0.697514,2.3577,0.100015
0.362658,0.698063,2.36611,0.010556
0.386343,0.697741,2.37033,-0.0740972
0.41005,0.696598,2.37014,-0.153462
0.433731,0.69469,2.36532,-0.227058
0.45734,0.692077,2.35564,-0.294421
0.480827,0.688824,2.34087,-0.355114
0.50414,0.684998,2.32081,-0.408751
0.527225,0.680673,2.29529,-0.455009
0.550027,0.675923,2.26418,-0.493654
0.57249,0.670826,2.2274,-0.524551
0.594556,0.665459,2.18496,-0.547684
0.61617,0.659898,2.13693,-0.563161
0.637277,0.65422,2.08347,-0.571217
0.657822,0.648498,2.02479,-0.572208
0.677756,0.642799,1.96119,-0.566596
0.69703,0.637187,1.89303,-0.554933
0.715602,0.631719,1.82071,-0.537838
0.733432,0.626446,1.74464,-0.515967
0.750484,0.621414,1.66525,-0.489992
0.766727,0.616659,1.58298,-0.460573
0.782135,0.612212,1.49824,-0.428344
0.796685,0.608099,1.41141,-0.393894
0.810357,0.60434,1.32286,-0.357758
0.823137,0.600948,1.2329,-0.32041
0.835012,0.597934,1.14181,-0.282257
0.84597,0.595304,1.04983,-0.243648
0.856006,0.593062,0.957177,-0.204868
0.865113,0.591206,0.864021,-0.166146
0.873286,0.589737,0.770509,-0.12766
0.880522,0.588652,0.676761,-0.0895444
0.886821,0.587945,0.582876,-0.0518913
0.89218,0.587612,0.488932,-0.0147611
0.896599,0.587647,0.394994,0.0218142
0.90008,0.588046,0.301113,0.0578256
0.902622,0.588801,0.207333,0.0932818
0.904227,0.589909,0.113688,0.128205
0.904897,0.591363,0.0202109,0.162625
0.904632,0.593159,-0.0730694,0.196578
0.903436,0.595293,-0.166123,0.2301
0.901311,0.59776,-0.258919,0.263225
0.898259,0.600556,-0.35142,0.295979
0.894284,0.603678,-0.443585,0.328378
0.889389,0.607122,-0.535363,0.360425
0.883578,0.610885,-0.626694,0.392104
0.876857,0.614962,-0.717503,0.423376
0.869231,0.61935,-0.807702,0.454178
0.860706,0.624044,-0.897185,0.484417
0.85129,0.629036,-0.985825,0.513963
0.840992,0.63432,-1.07348,0.54265
0.829824,0.639885,-1.15996,0.570271
0.817798,0.645721,-1.24509,0.596572
0.804928,0.651812,-1.32863,0.621254
0.791231,0.65814,-1.41032,0.643967
0.776728,0.664683,-1.48989,0.664314
0.761441,0.671417,-1.56704,0.681855
0.745396,0.67831,-1.64142,0.696107
0.728623,0.685327,-1.71269,0.706557
0.711154,0.692427,-1.7805,0.712674
0.693026,0.699565,-1.84449,0.713917
0.674278,0.706688,-1.90433,0.709764
0.654954,0.713741,-1.9597,0.699723
0.635099,0.720662,-2.01032,0.683354
0.614764,0.727386,-2.05596,0.660294
0.593997,0.733844,-2.09647,0.630268
0.572852,0.739967,-2.13175,0.593106
0.55138,0.745682,-2.16178,0.548748
0.529634,0.750918,-2.1866,0.497244
0.507665,0.755604,-2.20632,0.438752
0.485524,0.75967,-2.22111,0.373522
0.463259,0.763052,-2.23118,0.301885
0.440915,0.765688,-2.23678,0.224232
0.418537,0.767518,-2.23816,0.140998
0.396166,0.76849,-2.23557,0.0526424
0.373838,0.768555,-2.22929,-0.0403657
0.351591,0.767669,-2.21953,-0.137561
0.329458,0.765791,-2.20653,-0.238493
0.307471,0.762888,-2.19046,-0.342732
0.285659,0.758927,-2.1715,-0.449873
0.26405,0.753882,-2.14977,-0.559542
0.242672,0.747729,-2.12537,-0.671394
0.221551,0.740447,-2.09839,-0.78511
0.200712,0.732021,-2.06886,-0.900402
0.180182,0.722435,-2.03684,-1.01701
0.159984,0.711677,-2.00232,-1.13468
0.140143,0.699738,-1.9653,-1.2532
0.120686,0.686611,-1.92578,-1.37237
0.101636,0.672289,-1.88373,-1.492
0.0830193,0.656769,-1.83913,-1.61192
0.0648616,0.64005,-1.79196,-1.73196
0.0471886,0.62213,-1.74219,-1.85198
0.0300263,0.60301,-1.68981,-1.97182
0.013401,0.582694,-1.63481,-2.09136
-0.00266132,0.561185,-1.5772,-2.21044
-0.0181346,0.538487,-1.51702,-2.32894
-0.0329934,0.514608,-1.4543,-2.44671
-0.0472126,0.489556,-1.38912,-2.5636
-0.0607683,0.46334,-1.32159,-2.67945
-0.0736374,0.435971,-1.25185,-2.79408
-0.0857987,0.407463,-1.18007,-2.90729
-0.097233,0.377831,-1.10648,-3.01885
-0.107924,0.347092,-1.03137,-3.12848
-0.117857,0.315269,-0.955071,-3.23585
-0.127023,0.282385,-0.877998,-3.34056
-0.135416,0.248468,-0.800641,-3.44216
-0.143036,0.213554,-0.723573,-3.54009
-0.14989,0.177681,-0.647465,-3.63367
-0.155991,0.140897,-0.573083,-3.72215
-0.16136,0.103258,-0.501297,-3.80462
-0.166028,0.064828,-0.433076,-3.88008
-0.170036,0.0256831,-0.369474,-3.94739
-0.173436,-0.0140894,-0.311605,-4.00536
-0.17629,-0.0543896,-0.260607,-4.05275
-0.178674,-0.0951058,-0.217583,-4.08835
-0.180671,-0.136114,-0.183533,-4.11106
-0.182377,-0.177281,-0.159271,-4.12002
-0.183891,-0.218467,-0.14535,-4.11465
-0.185319,-0.259526,-0.141992,-4.09477
-0.186767,-0.300314,-0.14906,-4.06062
-0.188335,-0.340692,-0.166053,-4.01286
-0.190119,-0.380528,-0.192145,-3.95254
-0.192206,-0.419704,-0.226261,-3.88095
-0.194668,-0.458114,-0.267159,-3.79959
-0.197568,-0.495668,-0.313525,-3.71
-0.200953,-0.532291,-0.36405,-3.61368
-0.204859,-0.567923,-0.417499,-3.51202
-0.209309,-0.602518,-0.472747,-3.40628
-0.214316,-0.636039,-0.528805,-3.29751
-0.219884,-0.668462,-0.584828,-3.18661
-0.22601,-0.699767,-0.640109,-3.07429
-0.232682,-0.729945,-0.694072,-2.96112
-0.239885,-0.758989,-0.746252,-2.84757
-0.247599,-0.786897,-0.796286,-2.73397
-0.255802,-0.813669,-0.843892,-2.62058
-0.264467,-0.83931,-0.88886,-2.50761
-0.273569,-0.863824,-0.931039,-2.39519
-0.283078,-0.887216,-0.970324,-2.28344
-0.292965,-0.909495,-1.00665,-2.17245
-0.3032,-0.930668,-1.03998,-2.06228
-0.313754,-0.950744,-1.07032,-1.95297
-0.324596,-0.969731,-1.09767,-1.84458
-0.335697,-0.987638,-1.12207,-1.73715
-0.347028,-1.00448,-1.14356,-1.6307
-0.358559,-1.02026,-1.1622,-1.52528
-0.370262,-1.03499,-1.17806,-1.42092
-0.38211,-1.04868,-1.19122,-1.31766
-0.394077,-1.06134,-1.20174,-1.21554
-0.406136,-1.07299,-1.20971,-1.11458
-0.418263,-1.08364,-1.21523,-1.01484
-0.430433,-1.09329,-1.21838,-0.916343
-0.442623,-1.10197,-1.21924,-0.819136
-0.45481,-1.10968,-1.2179,-0.723257
-0.466973,-1.11644,-1.21447,-0.628745
-0.479092,-1.12226,-1.20901,-0.535637
-0.491147,-1.12716,-1.20161,-0.443972
-0.503118,-1.13114,-1.19237,-0.353788
-0.514988,-1.13424,-1.18134,-0.265119
-0.526739,-1.13645,-1.16862,-0.178003
-0.538355,-1.1378,-1.15426,-0.0924735
-0.549819,-1.13831,-1.13833,-0.00856504
-0.561116,-1.13798,-1.12089,0.0736883
-0.572231,-1.13684,-1.102,0.154253
-0.583151,-1.1349,-1.0817,0.233095
-0.593861,-1.13218,-1.06004,0.310179
-0.604347,-1.1287,-1.03705,0.385472
-0.614597,-1.12448,-1.01277,0.458938
-0.624598,-1.11953,-0.987208,0.530539
-0.634337,-1.11388,-0.960395,0.600236
-0.643802,-1.10753,-0.932337,0.667991
-0.65298,-1.10052,-0.903041,0.73376
-0.661858,-1.09286,-0.872505,0.7975
-0.670426,-1.08458,-0.840724,0.859165
-0.678669,-1.07569,-0.807686,0.918708
-0.686575,-1.06621,-0.773375,0.976079
-0.694132,-1.05617,-0.73777,1.03123
-0.701326,-1.0456,-0.700849,1.08411
-0.708144,-1.0345,-0.662584,1.13466
